year,dau_code,dau_area,dau_cropland,dau_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2002,061,405.354627324,3.019378185272217,.0074487324,17913.09166711569,3954.484594225883,13958.60759562254,17088.2399944067,3901.869341373444,13186.37042796612,22042.83847570419,4248.337391138077,17794.50035572052,4761.255117893219,0,4761.255117893219,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,9670.270600736141,836.5265558958054,8833.744060099125,8845.418928027153,783.9114403128624,8061.507380962372,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.87300801,.92017728,.85205913,,.69999999,.70000005,.94999999
2003,061,405.354627324,3.019378185272217,.0074487324,19577.11336493492,3827.680154085159,15749.43321442604,20387.54475319386,3898.935249328613,16488.60929429531,22042.83847570419,4248.337391138077,17794.50035572052,8344.102554798126,0,8344.102554798126,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,7751.445349574089,709.7223141044378,7041.723218560219,8561.87576174736,780.9773787558079,7780.898321986198,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.94811684,.93348104,.96041495,,.89999998,.75,1
2004,061,405.354627324,3.019378185272217,.0074487324,17259.45002841949,3963.067212700844,13296.38284993172,16890.52736645937,3922.271369218826,12968.25600105524,22042.83847570419,4248.337391138077,17794.50035572052,4552.386630952358,0,4552.386630952358,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,9225.497448921204,845.1093727350235,8380.388289809227,8856.574786961079,804.3134681582451,8052.260952651501,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.86014295,.92017728,.83226657,,.64999998,.70000005,.94999999
2005,061,405.354627324,3.019378185272217,.0074487324,19844.97062683105,3738.165390849113,16106.80624675751,19496.18385696411,3716.378274440765,15779.80486917496,22042.83847570419,4248.337391138077,17794.50035572052,9819.351623415947,0,9819.351623415947,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,6544.053085446358,620.2075203359127,5923.845717668533,6195.265338897705,598.420449629426,5596.844828248024,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.95857805,.96008861,.96041495,,.89999998,.85000002,1
2006,061,405.354627324,3.019378185272217,.0074487324,18204.40991312265,3662.918915867805,14541.49124509096,19003.31803846359,3705.682957172394,15297.63558840752,22042.83847570419,4248.337391138077,17794.50035572052,9816.365666866302,0,9816.365666866302,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,4906.478785812855,544.9611063748598,4361.517648935318,5705.386422872543,587.7251476496458,5117.661504149437,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,1,1,1,,1,1,1
2007,061,405.354627324,3.019378185272217,.0074487324,18678.36824584007,3926.647407650948,14751.72131514549,17928.88047832251,3875.952355980873,14052.92838543653,22042.83847570419,4248.337391138077,17794.50035572052,5771.603360652924,0,5771.603360652924,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,9425.198906183243,808.6895523667336,8616.509536862373,8675.711168944836,757.9943786561489,7917.716607153416,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.7526831,.86696213,.69573087,,.60000002,.5,.75
2008,061,405.354627324,3.019378185272217,.0074487324,16232.38024616241,3850.485421776772,12381.89505720139,16679.48462885618,3880.959190964699,12798.5259603858,22042.83847570419,4248.337391138077,17794.50035572052,4529.569996833801,0,4529.569996833801,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,8221.243781924248,732.5275664627552,7488.716154456139,8668.349202334881,763.0013509392738,7905.347546160221,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.67789662,.84035456,.59676838,,.34999999,.40000001,.75
2009,061,405.354627324,3.019378185272217,.0074487324,15727.37277556956,3614.375841021538,12112.99719001353,15365.6341983974,3588.883763670921,11776.75043103099,22042.83847570419,4248.337391138077,17794.50035572052,5846.713303923607,0,5846.713303923607,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,6399.093522921205,496.4180315583944,5902.675468459725,6037.354945868254,470.9259846657515,5566.428709477186,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.60412371,.76053184,.52900344,,.40000001,.1,.60000002
2010,061,405.354627324,3.019378185272217,.0074487324,17717.34830841422,3617.648163557053,14099.69966039062,17454.30361035466,3632.726924061775,13821.57620194554,22042.83847570419,4248.337391138077,17794.50035572052,8259.115610599518,0,8259.115610599518,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,5976.665772885084,499.6901404410601,5476.975632399321,5713.621562987566,514.7691450864077,5198.85266199708,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.72172236,.85365838,.65614587,,.5,.44999999,.75
2011,061,405.354627324,3.019378185272217,.0074487324,19182.94467902184,3688.875621676445,15494.06907629967,20551.4423738718,3776.733163356781,16774.70898520947,22042.83847570419,4248.337391138077,17794.50035572052,9881.598609209061,0,9881.598609209061,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,5819.779144763947,570.9176291227341,5248.86156141758,7188.276351213455,658.7753690630198,6529.500982165337,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.92761737,.94678491,.92082995,,.80000001,.80000001,1
2012,061,405.354627324,3.019378185272217,.0074487324,18133.82834628224,3916.941574215889,14216.88654688001,16800.49846175313,3832.229639530182,12968.26932957768,22042.83847570419,4248.337391138077,17794.50035572052,4884.371368765831,0,4884.371368765831,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,9767.890540629625,798.9837342202663,8968.907248884439,8434.561144500971,714.2717995345592,7720.289543300867,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.7550869,.84035456,.71552342,,.64999998,.40000001,.75
2013,061,405.354627324,3.019378185272217,.0074487324,17937.07276710868,3778.64411687851,14158.42912706733,18572.15504640341,3794.888159155846,14777.26763886213,22042.83847570419,4248.337391138077,17794.50035572052,6479.138302922249,0,6479.138302922249,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,7976.368027538061,660.6863226592541,7315.681918472052,8611.45177167654,676.9301818609238,7934.521406710148,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.63855612,.78713942,.56758255,,.34999999,.2,.69999999
2014,061,405.354627324,3.019378185272217,.0074487324,13579.87164142728,3519.384857296944,10060.48678043485,12798.3337546289,3462.225046873093,9336.108696311712,22042.83847570419,4248.337391138077,17794.50035572052,5163.98563349247,0,5163.98563349247,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,4934.31957128644,401.4268647432327,4532.892729431391,4152.782142132521,344.2672145068645,3808.514889448881,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.46677104,.73392427,.33208427,,.050000001,0,.5
2015,061,405.354627324,3.019378185272217,.0074487324,13290.46492739022,3372.030981183052,9918.43395395577,13329.03237727284,3369.283411860466,9959.749457627535,22042.83847570419,4248.337391138077,17794.50035572052,6346.298402428627,0,6346.298402428627,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,3462.600561395288,254.0729695484042,3208.527622357011,3501.167766958475,251.3254192322493,3249.842393487692,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.41327572,.73392427,.2455328,,.2,0,.25
2016,061,405.354627324,3.019378185272217,.0074487324,19034.51763837039,3676.441694259644,15358.07571141422,19526.25336149335,3738.030478477478,15788.22313120961,22042.83847570419,4248.337391138077,17794.50035572052,8204.984526872635,0,8204.984526872635,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,7347.967163011432,558.4837016910315,6789.483255311847,7839.702886492014,620.0724858939648,7219.6301869452,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.6319353,.74722803,.57898766,,.60000002,.050000001,.55000001
2017,061,405.354627324,3.019378185272217,.0074487324,18142.6086935401,3760.977524161339,14381.63065427542,17687.78785783052,3752.572291254997,13935.21578413248,22042.83847570419,4248.337391138077,17794.50035572052,9161.354060769081,0,9161.354060769081,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,5499.687219083309,643.0196230560541,4856.667687594891,5044.867360293865,634.6144206821918,4410.252817511559,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.9614048,1,.94062251,,.85000002,1,1
2018,061,405.354627324,3.019378185272217,.0074487324,20659.48233896494,3842.721976041794,16816.76038223505,20725.97477823496,3827.304696440697,16898.66936832666,22042.83847570419,4248.337391138077,17794.50035572052,9320.685168027878,0,9320.685168027878,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,7857.231222689152,724.7640444636345,7132.467284977436,7923.722196877003,709.3468717485666,7214.375294625759,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.68835777,.86696213,.59676838,,.34999999,.5,.75
2019,061,405.354627324,3.019378185272217,.0074487324,16522.73271971941,3634.96899998188,12887.76396757364,16406.62904071808,3634.115119338036,12772.51444387436,22042.83847570419,4248.337391138077,17794.50035572052,8038.149458050728,0,8038.149458050728,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,5003.017312824726,517.0112057030201,4486.006091892719,4886.913145720959,516.1571420282125,4370.75607997179,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.90952176,.93348104,.90103745,,.75,.75,1
2020,061,405.354627324,3.019378185272217,.0074487324,14112.2198292315,3681.214349985123,10431.00548306108,14917.5135461688,3730.394540905952,11187.11876505613,22042.83847570419,4248.337391138077,17794.50035572052,4348.418062567711,0,4348.418062567711,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,6282.235330015421,563.2564184069633,5718.979003101587,7087.529535233974,612.4365788698196,6475.092773258686,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.59996092,.78713942,.508205,,.2,.2,.69999999
2021,061,405.354627324,3.019378185272217,.0074487324,15212.45271945,3597.409588098526,11615.04315042496,14087.71657501906,3487.931368470192,10599.78545819968,22042.83847570419,4248.337391138077,17794.50035572052,5498.573437809944,0,5498.573437809944,7656.474477648735,0,7656.474477648735,7043.956343650818,0,7043.956343650818,6232.312844991684,479.4516413062811,5752.861295223236,5107.577173464,369.9734750837088,4737.603603057563,11517.31471848488,1130.379520595074,10386.93510627747,0,0,0,0,0,0,3481.566207885742,3117.95791631937,363.6083221286535,.37468058,.73392427,.18615527,,.050000001,0,.25
1993,062,525.4466137869999,170.687557220459,.32484281,112032.4570932388,98619.55018997192,13412.90446454287,113440.9769802094,99523.93210029602,13917.04268741608,145099.8119955063,122279.7955160141,22820.0179464817,4865.988600254059,0,4865.988600254059,7683.346076011658,0,7683.346076011658,7212.937222480774,0,7212.937222480774,42768.20059108734,34564.43149423599,8203.769097626209,44176.72439289093,35468.81731700897,8707.90683221817,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.77026641,.76192027,.83277911,,1,.5,.75
1994,062,525.4466137869999,170.687557220459,.32484281,99909.65408372879,87673.99369668961,12235.65746513009,100349.3850026131,87852.39234018326,12496.9965659976,145099.8119955063,122279.7955160141,22820.0179464817,4477.901100635529,0,4477.901100635529,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,31033.48703718185,23618.87792921066,7414.609109073877,31473.22478103638,23797.27656912804,7675.947722136974,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.63109553,.69049639,.67473942,,.5,.35000002,.75
1995,062,525.4466137869999,170.687557220459,.32484281,115839.0892934799,102838.2113628387,13000.87597495317,117548.4015674591,104352.8282356262,13195.5745523572,145099.8119955063,122279.7955160141,22820.0179464817,2254.513219833374,0,2254.513219833374,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,49186.30865287781,38783.09364032745,10403.21550017595,50895.62483692169,40297.71148967743,10597.91407853365,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,1,1,1,,1,1,1
1996,062,525.4466137869999,170.687557220459,.32484281,117416.0787591934,100335.5438871384,17080.53243649006,119363.5945053101,102006.091796875,17357.50197017193,145099.8119955063,122279.7955160141,22820.0179464817,7044.374147415161,0,7044.374147415161,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,45973.43769836426,36280.42715072632,9693.0105458498,47920.95928859711,37950.97993946075,9969.98007953167,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.98451436,.97619206,1,,1,.95000005,1
1997,062,525.4466137869999,170.687557220459,.32484281,128848.3644266129,110414.1921758652,18434.17176091671,124267.9343709946,106489.014544487,17778.91933226585,145099.8119955063,122279.7955160141,22820.0179464817,7495.260853767395,0,7495.260853767395,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,56954.8346862793,46359.07347488403,10595.76365220547,52374.40853309631,42433.89682006836,9940.511223077774,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.95405328,.95238405,.96655583,,1,.90000004,.94999999
1998,062,525.4466137869999,170.687557220459,.32484281,99919.80183744431,87670.64869117737,12249.15240642428,101311.6092262268,88756.94393539429,12554.66345986724,145099.8119955063,122279.7955160141,22820.0179464817,4971.438604354858,0,4971.438604354858,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,30550.09874391556,23615.53195285797,6934.567035883665,31941.90516042709,24701.82817029953,7240.07760104537,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,1,1,1,,1,1,1
1999,062,525.4466137869999,170.687557220459,.32484281,115924.1503725052,98816.62868881226,17107.52314430475,114044.2860546112,97386.64073944092,16657.64165878296,145099.8119955063,122279.7955160141,22820.0179464817,6503.011489868164,0,6503.011489868164,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,45022.87488555908,34761.5109744072,10261.36439949274,43143.00471258163,33331.52204084396,9811.482914924622,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.89211059,.85715222,.96655583,,1,.70000005,.94999999
2000,062,525.4466137869999,170.687557220459,.32484281,113103.8062200546,96091.50546073914,17012.30099606514,115978.8754425049,98283.53393363953,17695.34444618225,145099.8119955063,122279.7955160141,22820.0179464817,7996.011363983154,0,7996.011363983154,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,40709.53133964539,32036.38774013519,8673.142865896225,43584.60449123383,34228.41817378998,9356.185828208923,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.84310681,.83334422,.90150368,,.89999998,.64999998,.89999998
2001,062,525.4466137869999,170.687557220459,.32484281,119958.7322492599,101304.9467258453,18653.78479257226,119893.5310077667,101341.2104740143,18552.32322490215,145099.8119955063,122279.7955160141,22820.0179464817,6109.201104164124,0,6109.201104164124,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,49451.26714468002,37249.82997608185,12201.43643441796,49386.07372426987,37286.09959173203,12099.97486579418,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.6600486,.7571587,.65334839,,.38999999,.49000004,.76999998
2002,062,525.4466137869999,170.687557220459,.32484281,119605.308930397,102762.2418832779,16843.06972670555,117204.9987878799,101155.1933994293,16049.80856448412,145099.8119955063,122279.7955160141,22820.0179464817,4875.474921226501,0,4875.474921226501,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,50331.57586956024,38707.12905073166,11624.44657492638,47931.26768875122,37100.08154344559,10831.18638926744,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.83648235,.85715222,.871732,,.69999999,.70000005,.94999999
2003,062,525.4466137869999,170.687557220459,.32484281,117245.5923814774,98625.37535572052,18620.21750855446,121579.3993749619,101973.2199172974,19606.1831176281,145099.8119955063,122279.7955160141,22820.0179464817,8544.272676467896,0,8544.272676467896,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,44303.05862522125,34570.26153612137,9732.796600580215,48636.86953926086,37918.1051325798,10718.76318717003,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.90402877,.88096017,.96839201,,.89999998,.75,1
2004,062,525.4466137869999,170.687557220459,.32484281,121830.1567392349,105237.8996925354,16592.25826317072,119012.2492170334,102957.5588150024,16054.6874704361,145099.8119955063,122279.7955160141,22820.0179464817,4661.595648765564,0,4661.595648765564,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,52770.30098724365,41182.78684902191,11587.51535946131,49952.38956260681,38902.44401836395,11049.94407939911,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.8272109,.85715222,.855928,,.64999998,.70000005,.94999999
2005,062,525.4466137869999,170.687557220459,.32484281,113978.7991914749,95141.72939777374,18837.06588178873,113010.1450490952,94503.76160526276,18506.38516062498,145099.8119955063,122279.7955160141,22820.0179464817,10054.91298007965,0,10054.91298007965,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,39525.62123823166,31086.61559057236,8439.005647718906,38556.96710824966,30448.64193582535,8108.325414836407,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.93500018,.92857611,.96839201,,.89999998,.85000002,1
2006,062,525.4466137869999,170.687557220459,.32484281,112162.0324850082,94592.9931974411,17569.04343062639,113659.9324388504,95409.05913639069,18250.87037056684,145099.8119955063,122279.7955160141,22820.0179464817,10051.85549449921,0,10051.85549449921,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,37711.91689920425,30537.87548446655,7174.040681660175,39209.80903625488,31353.94141626358,7855.867620646954,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,1,1,1,,1,1,1
2007,062,525.4466137869999,170.687557220459,.32484281,118693.8519659042,101181.0719614029,17512.77682507038,116221.3910942078,99459.98486995697,16761.40427303314,145099.8119955063,122279.7955160141,22820.0179464817,5910.061219215393,0,5910.061219215393,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,48385.52332115173,37125.9552154541,11259.56786262989,45913.06050443649,35404.86617136002,10508.19531154633,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.69609541,.76192027,.70634735,,.60000002,.5,.75
2008,062,525.4466137869999,170.687557220459,.32484281,113982.1526374817,98892.71765422821,15089.43206059933,115480.8302574158,99940.61779880524,15540.21344000101,145099.8119955063,122279.7955160141,22820.0179464817,4638.232333183289,0,4638.232333183289,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,44945.6558265686,34837.60481882095,10108.05198419094,46444.33929729462,35885.50593185425,10558.83336359262,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.61876708,.71430433,.62732756,,.34999999,.39999998,.75
2009,062,525.4466137869999,170.687557220459,.32484281,97919.13843488693,84501.89958333969,13417.24080200493,96622.49934196472,83578.7240319252,13043.77409231663,145099.8119955063,122279.7955160141,22820.0179464817,5986.973062992096,0,5986.973062992096,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,27533.90527200699,20446.78478837013,7087.11999578774,26237.26326465607,19523.60826826096,6713.653775334358,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.49019828,.57145649,.542799,,.40000001,.099999994,.60000002
2010,062,525.4466137869999,170.687557220459,.32484281,102211.2763023376,86410.67183065414,15800.60508567095,104665.7454690933,88780.11064529419,15885.63579446077,145099.8119955063,122279.7955160141,22820.0179464817,8457.247272491455,0,8457.247272491455,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,29355.76308345795,22355.55215907097,7000.210557758808,31810.23711633682,24724.99584913254,7085.241755306721,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.66206694,.73811233,.67473942,,.5,.45000002,.75
2011,062,525.4466137869999,170.687557220459,.32484281,111624.7451229095,93452.60065937042,18172.14763194323,115662.3243970871,96168.81967163086,19493.50448524952,145099.8119955063,122279.7955160141,22820.0179464817,10118.65280151367,0,10118.65280151367,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,37107.83222389221,29397.48391771317,7710.347086250782,41145.40759468079,32113.70389842987,9031.7034522295,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.90097171,.90476811,.93678415,,.80000001,.79999995,1
2012,062,525.4466137869999,170.687557220459,.32484281,115594.646905899,98995.19790697098,16599.45120212436,111748.4683713913,96427.58997488022,15320.87961742282,145099.8119955063,122279.7955160141,22820.0179464817,5001.544619083405,0,5001.544619083405,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,46194.84219884872,34940.08311462402,11254.75932857394,42348.66170692444,32372.47518205643,9976.187743872404,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.67439532,.71430433,.72215134,,.64999998,.39999998,.75
2013,062,525.4466137869999,170.687557220459,.32484281,109587.259437561,93331.69985055923,16255.55713969469,108983.3038434982,92374.7575750351,16608.5413800776,145099.8119955063,122279.7955160141,22820.0179464817,6634.569407463074,0,6634.569407463074,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,38554.42309474945,29276.58212804794,9277.840965569019,37950.47043466568,28319.64571595192,9630.824718624353,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.54184896,.61907244,.5938834,,.34999999,.19999999,.69999999
2014,062,525.4466137869999,170.687557220459,.32484281,92800.40508460999,81507.40309906006,11293.0021134913,89788.11652469635,79323.50005722046,10464.62030720711,145099.8119955063,122279.7955160141,22820.0179464817,5287.866838932037,0,5287.866838932037,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,23114.27620625496,17452.28830814362,5661.987531810999,20101.98958945274,15268.38331460953,4833.606457471848,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.36437657,.52384061,.36528283,,.050000001,0,.5
2015,062,525.4466137869999,170.687557220459,.32484281,84327.70330095291,73804.86798739433,10522.83571130782,83913.35359048843,73409.01397919655,10504.33692190051,145099.8119955063,122279.7955160141,22820.0179464817,6498.542593955994,0,6498.542593955994,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,13430.89841401577,9749.752460002899,3681.145618744195,13016.54529106617,9353.898218095303,3662.646828860044,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.31731397,.52384061,.24547388,,.2,0,.25
2016,062,525.4466137869999,170.687557220459,.32484281,103250.8271436691,86490.66545200348,16760.15803699195,107734.1766624451,90181.21626567841,17552.95746913552,145099.8119955063,122279.7955160141,22820.0179464817,8401.81751537323,0,8401.81751537323,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,30450.74563407898,22435.55261254311,8015.192777439952,34934.09418416023,26126.10246086121,8807.99269977212,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.4968228,.54764855,.57257068,,.60000002,.049999997,.55000001
2017,062,525.4466137869999,170.687557220459,.32484281,119302.3246545792,101195.6361627579,18106.68409323692,120058.5697374344,102171.6216840744,17886.9473156333,145099.8119955063,122279.7955160141,22820.0179464817,9381.130011558533,0,9381.130011558533,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,45522.92576217651,37140.52039909363,8382.40585064888,46279.17279052734,38116.50493812561,8162.669560849667,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.97218585,1,.95258808,,.85000008,1,1
2018,062,525.4466137869999,170.687557220459,.32484281,119389.5492124557,99580.61072444916,19808.93824970722,117599.1817102432,97933.76320457458,19665.41801571846,145099.8119955063,122279.7955160141,22820.0179464817,9544.283576011658,0,9544.283576011658,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,45447.00359916687,35525.49788856506,9921.506442189217,43656.63413333893,33878.64645910263,9777.986209154129,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.64973843,.76192027,.62732756,,.34999999,.5,.75
2019,062,525.4466137869999,170.687557220459,.32484281,107176.7882051468,91696.78877544403,15479.99625349045,107500.7821426392,92063.00180530548,15437.77910971642,145099.8119955063,122279.7955160141,22820.0179464817,8230.980637550354,0,8230.980637550354,7840.149027824402,0,7840.149027824402,7212.937222480774,0,7212.937222480774,34547.54258441925,27641.67397928238,6905.868361949921,34871.53750133514,28007.88603973389,6863.651217699051,73488.60931968689,58224.6768245697,15263.93395829201,0,0,0,0,0,0,64398.26448178291,64055.11821103096,343.1474073529243,.87621468,.88096017,.92098016,,.75,.75,1
