year,dau_code,dau_area,dau_cropland,dau_pctcrop,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2017,253,938.9783723911,33.76713987439871,.035961572,1068.715994276106,564.5295505560935,504.1864465828985,1068.715994276106,564.5295505560935,504.1864465828985,2729.520196124911,515.815612796694,2213.704592034221,921.3674501534551,417.1791963577271,504.1882509347051,2520.444628044963,306.7395181655884,2213.705156609416,2582.170183464885,368.4650249481201,2213.705156609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350470546633,147.350470546633,0,.86099702,.8928498,.85000002,.85000002,.85000002,,
2018,253,938.9783723911,33.76713987439871,.035961572,478.5527284257114,367.752506736666,110.8002269342542,478.5527284257114,367.752506736666,110.8002269342542,2729.520196124911,515.815612796694,2213.704592034221,331.2018268182874,220.4019746780396,110.7998530939221,2520.444628044963,306.7395181655884,2213.705156609416,2582.170183464885,368.4650249481201,2213.705156609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350470546633,147.350470546633,0,.39765346,.53568226,.34999999,.34999999,.34999999,,
2019,253,938.9783723911,33.76713987439871,.035961572,684.9769549444318,498.3424577750266,186.6345029212534,684.9769549444318,498.3424577750266,186.6345029212534,2729.520196124911,515.815612796694,2213.704592034221,537.6278729774058,350.9918651580811,186.6360059119761,2520.444628044963,306.7395181655884,2213.705156609416,2582.170183464885,368.4650249481201,2213.705156609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350470546633,147.350470546633,0,.76832825,.82141626,.75,.74999994,.75,,
2020,253,938.9783723911,33.76713987439871,.035961572,491.2709462121129,363.0529255904257,128.2180220223963,491.2709462121129,363.0529255904257,128.2180220223963,2729.520196124911,515.815612796694,2213.704592034221,343.9183465577662,215.7024879455566,128.2158586122096,2520.444628044963,306.7395181655884,2213.705156609416,2582.170183464885,368.4650249481201,2213.705156609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350470546633,147.350470546633,0,.25865039,.428532,.2,.2,.2,,
2021,253,938.9783723911,33.76713987439871,.035961572,442.7377657443285,350.949712280184,91.78805397078395,442.7377657443285,350.949712280184,91.78805397078395,2729.520196124911,515.815612796694,2213.704592034221,295.3850500397384,203.59934425354,91.78570578619838,2520.444628044963,306.7395181655884,2213.705156609416,2582.170183464885,368.4650249481201,2213.705156609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.350470546633,147.350470546633,0,.11964735,.32138175,.050000001,.050000001,.050000001,,
1993,254,1380.04489636,912.7066650390625,.66136014,621006.4577417374,330785.2953882217,290221.1594743729,621008.7299022675,330787.5675487518,290221.1594743729,610061.4828128815,315763.9554691315,294297.5223894119,212993.5195498466,129755.9478945732,83237.57357788086,214472.0691761971,127158.1161732674,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,12819.21376945078,12819.21376945078,0,12821.48592998087,12821.48592998087,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.99994326,.99989039,1,1,1,.9124946,
1994,254,1380.04489636,912.7066650390625,.66136014,522928.2194366455,259418.2108917236,263510.007557869,522940.6533827782,259430.6448378563,263510.007557869,610061.4828128815,315763.9554691315,294297.5223894119,127671.52394104,71145.1421661377,56526.38208007813,214472.0691761971,127158.1161732674,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,62.79625797271729,62.79625797271729,0,75.23020401597023,75.23020401597023,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.82361877,.79752237,.85165703,.5,.5,.0999569,
1995,254,1380.04489636,912.7066650390625,.66136014,783075.2700328827,488249.0108776093,294826.2488908768,791877.1475257874,497050.8883705139,294826.2488908768,610061.4828128815,315763.9554691315,294297.5223894119,214665.5155510902,126822.8689446449,87842.64712524414,214472.0691761971,127158.1161732674,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,173216.0882357657,173216.0882357657,0,182017.9461975098,182017.9461975098,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,1,1,1,1,1,1,
1996,254,1380.04489636,912.7066650390625,.66136014,756592.530377388,461611.2845277786,294981.2434282303,736222.9291372299,441241.6832876205,294981.2434282303,610061.4828128815,315763.9554691315,294297.5223894119,218976.1496210098,130978.475060463,87997.6731262207,209936.4124393463,122622.4589481354,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,142422.6667280197,142422.6667280197,0,122053.0635347366,122053.0635347366,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.99976164,.99953949,1,1,1,.6324774,
1997,254,1380.04489636,912.7066650390625,.66136014,628946.9518289566,343661.0159158707,285285.9361162186,636655.4090180397,351369.4731049538,285285.9361162186,610061.4828128815,315763.9554691315,294297.5223894119,201547.7206411362,123245.3956899643,78302.3264465332,209395.9757885933,122082.0276684761,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,32205.53131580353,32205.53131580353,0,39913.99045801163,39913.99045801163,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.99977303,.99956143,1,1,1,.64997846,
1998,254,1380.04489636,912.7066650390625,.66136014,594964.209859848,329750.815328598,265213.3959856033,621810.4467229843,356597.0521917343,265213.3959856033,610061.4828128815,315763.9554691315,294297.5223894119,154188.1700825691,95958.31986284256,58229.84826660156,206275.6876959801,118961.7390875816,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,45582.35672569275,45582.35672569275,0,72428.59749507904,72428.59749507904,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.99948925,.99901325,1,1,1,.2124515,
1999,254,1380.04489636,912.7066650390625,.66136014,660820.4659881592,364218.1403045654,296602.3253679276,625574.1316633224,328971.8040266037,296602.3253679276,610061.4828128815,315763.9554691315,294297.5223894119,219421.0012793541,129802.24969244,89618.75506591797,206275.6876959801,118961.7390875816,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,46205.6969575882,46205.6969575882,0,10959.35970306396,10959.35970306396,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.99954599,.99912292,1,1,1,.29995689,
2000,254,1380.04489636,912.7066650390625,.66136014,648008.7385444641,414625.2813911438,233383.4553728104,648012.0838580132,414628.6267046928,233383.4553728104,610061.4828128815,315763.9554691315,294297.5223894119,174106.9271755219,147707.1064968109,26399.82167053223,197913.3034744263,110599.3553543091,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,78708.09113502502,78708.09113502502,0,78711.43644857407,78711.43644857407,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.96436948,.95881999,.97033137,.89999998,.89999998,.27370527,
2001,254,1380.04489636,912.7066650390625,.66136014,478536.4686493874,269531.595480442,209004.875585556,478538.8643298149,269533.9911608696,209004.875585556,610061.4828128815,315763.9554691315,294297.5223894119,83295.55433940887,81274.22987651825,2021.324585914612,195444.4031906128,108130.4545822144,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,47.19298696517944,47.19298696517944,0,49.58866739273071,49.58866739273071,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.78498787,.75331146,.81902158,.38999999,.38999999,.1686988,
2002,254,1380.04489636,912.7066650390625,.66136014,504887.878490448,289737.9303703308,215149.9466524124,504884.967279911,289735.0191597939,215149.9466524124,610061.4828128815,315763.9554691315,294297.5223894119,109622.0364131927,101455.6516475677,8166.384757995605,195444.4031906128,108130.4545822144,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,72.03086519241333,72.03086519241333,0,69.11965465545654,69.11965465545654,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.89399934,.87818134,.91099423,.69999999,.69999999,.19495045,
2003,254,1380.04489636,912.7066650390625,.66136014,565576.2295503616,328058.6618013382,237517.5650072098,565577.2556705475,328059.687921524,237517.5650072098,610061.4828128815,315763.9554691315,294297.5223894119,145006.1922245026,114472.2547245026,30533.93850708008,195444.4031906128,108130.4545822144,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,25376.2723736763,25376.2723736763,0,25377.29849386215,25377.29849386215,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.96430135,.95868844,.97033137,.89999998,.89999998,.1686988,
2004,254,1380.04489636,912.7066650390625,.66136014,566467.1942214966,277143.1925125122,289324.0041399002,597459.9246163368,308135.9190011024,289324.0041399002,610061.4828128815,315763.9554691315,294297.5223894119,171230.4220466614,88889.98649978638,82340.43307495117,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,43.04640483856201,43.04640483856201,0,31035.7767996788,31035.7767996788,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.8764196,.85804635,.89615995,.64999998,.64999998,.19495045,
2005,254,1380.04489636,912.7066650390625,.66136014,793721.5117321014,541592.8601207733,252128.6496629715,788239.3498129845,536110.6903891563,252128.6496629715,610061.4828128815,315763.9554691315,294297.5223894119,210943.2536211014,165798.1770830154,45145.07844543457,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,187584.5367269516,187584.5367269516,0,182102.3709015846,182102.3709015846,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.96484047,.95972997,.97033137,.89999998,.89999998,1,
2006,254,1380.04489636,912.7066650390625,.66136014,715657.9483013153,380430.4821147919,335227.468129158,689102.722943306,353875.2548036575,335227.468129158,610061.4828128815,315763.9554691315,294297.5223894119,209065.4297409058,145364.5132369995,63700.91345214844,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,111398.7772808075,46855.7772808075,64543,84843.53776264191,20300.53776264191,64543,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,1,1,1,1,1,1,
2007,254,1380.04489636,912.7066650390625,.66136014,565515.6250257492,307191.9807386398,258323.6484270096,565075.875831604,306752.2315444946,258323.6484270096,610061.4828128815,315763.9554691315,294297.5223894119,169861.3587350845,118521.2727975845,51340.08502197266,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,460.5137500762939,460.5137500762939,0,20.76519680023193,20.76519680023193,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.85876614,.83776885,.8813256,.60000002,.60000002,.081214972,
2008,254,1380.04489636,912.7066650390625,.66136014,508417.2478957176,285494.0273756981,222923.219250679,508454.9961295128,285531.7756094933,222923.219250679,610061.4828128815,315763.9554691315,294297.5223894119,103569.8014216423,87630.13980054855,15939.66259765625,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,9653.759160518646,9653.759160518646,0,9691.507394313812,9691.507394313812,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.77112269,.73758721,.80715412,.34999999,.34999999,.47496766,
2009,254,1380.04489636,912.7066650390625,.66136014,494703.4454545975,285830.905049324,208872.5433197021,494690.0858154297,285817.5454101563,208872.5433197021,610061.4828128815,315763.9554691315,294297.5223894119,99220.36581850052,97331.37436342239,1888.991321563721,195167.4463653564,107853.4967803955,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,289.2644138336182,289.2644138336182,0,275.9047899246216,275.9047899246216,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.78855896,.75744504,.82198846,.40000001,.40000001,.2537182,
2010,254,1380.04489636,912.7066650390625,.66136014,486846.2248892784,274554.3760733604,212291.8510065079,486842.6588220596,274550.8100061417,212291.8510065079,610061.4828128815,315763.9554691315,294297.5223894119,91417.93030023575,86109.68365716934,5308.247077941895,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,234.5007066726685,234.5007066726685,0,230.9346394538879,230.9346394538879,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.8237201,.79771811,.85165703,.5,.5,.25620422,
2011,254,1380.04489636,912.7066650390625,.66136014,633600.2581567764,402542.4612817764,231057.7991228104,633597.3346004486,402539.5377254486,231057.7991228104,610061.4828128815,315763.9554691315,294297.5223894119,168523.2843666077,144449.0233802795,24074.26196289063,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,69883.36709785461,69883.36709785461,0,69880.44354152679,69880.44354152679,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.92922699,.91858292,.9406628,.80000001,.80000001,.29995689,
2012,254,1380.04489636,912.7066650390625,.66136014,510183.7208647728,285361.1183257103,224822.6005220413,510161.0207099915,285338.418170929,224822.6005220413,610061.4828128815,315763.9554691315,294297.5223894119,114960.4761581421,97121.4430770874,17839.03359222412,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,29.65089178085327,29.65089178085327,0,6.950736999511719,6.950736999511719,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.87633371,.85788035,.89615995,.64999998,.64999998,.062473062,
2013,254,1380.04489636,912.7066650390625,.66136014,505796.3216269016,277080.9184286594,228715.4020051956,505796.7013468742,277081.298148632,228715.4020051956,610061.4828128815,315763.9554691315,294297.5223894119,110577.7653193474,88845.93048048019,21731.83532714844,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,24.78121399879456,24.78121399879456,0,25.16093397140503,25.16093397140503,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.7708649,.73708916,.80715412,.34999999,.34999999,.077466592,
2014,254,1380.04489636,912.7066650390625,.66136014,459611.1779127717,252626.98778826,206984.1882647164,459610.6012063697,252626.411081858,206984.1882647164,610061.4828128815,315763.9554691315,294297.5223894119,64403.59015202522,64402.9414703846,.6486921126488596,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,13.74039608240128,13.74039608240128,0,13.16368968039751,13.16368968039751,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.66533613,.61618209,.71814835,.050000001,.050000001,0,
2015,254,1380.04489636,912.7066650390625,.66136014,466475.1958153248,251722.8507835865,214752.34719944,466475.3504371643,251723.005405426,214752.34719944,610061.4828128815,315763.9554691315,294297.5223894119,71278.14965415001,63509.41338706017,7768.736511230469,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,3.326011419296265,3.326011419296265,0,3.48063325881958,3.48063325881958,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.71807539,.6765871,.76265126,.2,.2,0,
2016,254,1380.04489636,912.7066650390625,.66136014,480750.4977684021,267518.0765037537,213232.4192857742,481615.100508213,267575.6792435646,214039.4192857742,610061.4828128815,315763.9554691315,294297.5223894119,85460.44450950623,79211.59313011169,6248.850894927979,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,96.3415789604187,96.3415789604187,0,960.9443187713623,153.9443187713623,807,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.85884911,.83792925,.8813256,.60000002,.60000002,.20922002,
2017,254,1380.04489636,912.7066650390625,.66136014,567554.0498952866,335895.4715261459,231658.5808458328,566697.1426458359,335845.5642766953,230851.5808458328,610061.4828128815,315763.9554691315,294297.5223894119,167837.4759092331,143969.4982481003,23867.97717285156,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,4522.942331314087,3715.942331314087,807,3666.035081863403,3666.035081863403,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.94726068,.93959498,.95549715,.85000002,.84999996,1,
2018,254,1380.04489636,912.7066650390625,.66136014,474085.7282176018,264375.0741648674,209710.6529283524,474101.3207378387,264390.6666851044,209710.6529283524,610061.4828128815,315763.9554691315,294297.5223894119,78788.32318353653,76061.22162103653,2727.101552009583,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,103.6985392570496,103.6985392570496,0,119.2910594940186,119.2910594940186,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.77093858,.73723155,.80715412,.34999999,.34999999,.19112206,
2019,254,1380.04489636,912.7066650390625,.66136014,523227.0955562592,309628.7558345795,213598.340470314,523208.7698802948,309610.4301586151,213598.340470314,610061.4828128815,315763.9554691315,294297.5223894119,127742.8056559563,121128.0919108391,6614.713264465332,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,290.5703544616699,290.5703544616699,0,272.2446784973145,272.2446784973145,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.91210121,.89932495,.92582852,.75,.75,1,
2020,254,1380.04489636,912.7066650390625,.66136014,473011.5822887421,262698.2142467499,210313.3704481125,473006.5764765739,262693.2084345818,210313.3704481125,610061.4828128815,315763.9554691315,294297.5223894119,77769.15507459641,74439.41880750656,3329.736480712891,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,48.61696243286133,48.61696243286133,0,43.61115026473999,43.61115026473999,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.71812803,.67668885,.76265126,.2,.2,.081214972,
2021,254,1380.04489636,912.7066650390625,.66136014,466145.6277691126,258482.8288799524,207662.7973134518,466145.5166370869,258482.7177479267,207662.7973134518,610061.4828128815,315763.9554691315,294297.5223894119,70941.7770652771,70262.59634017944,679.1806230545044,193170.4607405663,105856.5067610741,87313.95150756836,214472.0691761971,127158.1161732674,87313.95150756836,10.02697002887726,10.02697002887726,0,9.915838003158569,9.915838003158569,0,395.6269550323486,395.6269550323486,0,0,0,0,0,0,0,395193.7527396679,188210.1643102169,206983.5866594315,.6653685,.61624473,.71814835,.050000001,.050000001,.04997845,
1993,255,1106.10711826,940.3097534179688,.85010731,359275.3903140426,230737.0033721328,128538.3830356598,359323.921457231,230785.5345153213,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,209368.6752586365,209368.6752586365,0,205176.9242725372,205176.9242725372,0,205176.9242725372,205176.9242725372,0,12781.77234880952,12781.77234880952,0,12830.303491998,12830.303491998,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.99982965,.99972808,1,1,,.96821564,
1994,255,1106.10711826,940.3097534179688,.85010731,253005.8709816933,124467.4820847511,128538.3830356598,252950.5086102486,124412.1197133064,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,114796.7646284103,114796.7646284103,0,205176.9242725372,205176.9242725372,0,205176.9242725372,205176.9242725372,0,1084.099394798279,1084.099394798279,0,1028.737023353577,1028.737023353577,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.69951004,.52030367,1,.5,,.54572493,
1995,255,1106.10711826,940.3097534179688,.85010731,346187.3612109423,217648.9820834398,128538.3830356598,348599.289531827,220060.9104005098,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,204635.9945793152,204635.9945793152,0,205176.9242725372,205176.9242725372,0,205176.9242725372,205176.9242725372,0,4426.330178890377,4426.330178890377,0,6838.26215806976,6838.26215806976,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,1,1,1,1,,1,
1996,255,1106.10711826,940.3097534179688,.85010731,352688.5084322691,224150.1312578917,128538.3830356598,350270.4237211943,221732.0465468168,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,211341.2862510681,211341.2862510681,0,197858.3797111511,197858.3797111511,0,205176.9242725372,205176.9242725372,0,4222.261890782509,4222.261890782509,0,1804.173513783608,1804.173513783608,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.99928445,.99885792,1,1,,.86650556,
1997,255,1106.10711826,940.3097534179688,.85010731,337610.4276360273,209072.0446022749,128538.3830356598,337603.4851177931,209065.1020840406,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,198863.5131473541,198863.5131473541,0,196986.3622894287,196986.3622894287,0,205176.9242725372,205176.9242725372,0,1621.911457441747,1621.911457441747,0,1614.968939207494,1614.968939207494,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.99931854,.99891227,1,1,,.87286246,
1998,255,1106.10711826,940.3097534179688,.85010731,292810.2038555145,164271.8188648224,128538.3830356598,293336.1489076614,164797.7639169693,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,154834.2639942169,154834.2639942169,0,191951.5848884583,191951.5848884583,0,205176.9242725372,205176.9242725372,0,850.9622521400452,850.9622521400452,0,1376.905473232269,1376.905473232269,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.99846673,.99755263,1,1,,.71394056,
1999,255,1106.10711826,940.3097534179688,.85010731,348553.2866361141,220014.9036004543,128538.3830356598,348043.6956546307,219505.3126189709,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,209443.3814926147,209443.3814926147,0,191951.5848884583,191951.5848884583,0,205176.9242725372,205176.9242725372,0,1984.962772600353,1984.962772600353,0,1475.373622171581,1475.373622171581,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.99863708,.99782455,1,1,,.74572492,
2000,255,1106.10711826,940.3097534179688,.85010731,377067.5422115326,248529.1669864655,128538.3830356598,377091.1138525009,248552.7386274338,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,238333.9026260376,238333.9026260376,0,178458.4058990479,178458.4058990479,0,205176.9242725372,205176.9242725372,0,1608.695150866755,1608.695150866755,0,1632.266791835078,1632.266791835078,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.93897498,.90258104,1,.89999998,,.73618966,
2001,255,1106.10711826,940.3097534179688,.85010731,270769.5474438667,142231.1624531746,128538.3830356598,270816.6011757851,142278.2161850929,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,131140.6341199875,131140.6341199875,0,174474.686164856,174474.686164856,0,205176.9242725372,205176.9242725372,0,2503.93399143219,2503.93399143219,0,2550.987723350525,2550.987723350525,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.63475442,.41692868,1,.38999999,,.69804835,
2002,255,1106.10711826,940.3097534179688,.85010731,302743.2659087181,174204.8770136833,128538.3830356598,302724.9453210831,174186.5564260483,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,163704.518699646,163704.518699646,0,174474.686164856,174474.686164856,0,205176.9242725372,205176.9242725372,0,1913.697839736938,1913.697839736938,0,1895.377252101898,1895.377252101898,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.81959963,.71201235,1,.69999999,,.70758361,
2003,255,1106.10711826,940.3097534179688,.85010731,323292.3572449684,194753.9703011513,128538.3830356598,323279.6466803551,194741.2597365379,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,184707.5629463196,184707.5629463196,0,174474.686164856,174474.686164856,0,205176.9242725372,205176.9242725372,0,1459.873307228088,1459.873307228088,0,1447.162742614746,1447.162742614746,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.93877053,.9022547,1,.89999998,,.69804835,
2004,255,1106.10711826,940.3097534179688,.85010731,281866.7691235542,153328.3899922371,128538.3830356598,281843.079105854,153304.6999783516,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,143429.0994100571,143429.0994100571,0,174027.8082675934,174027.8082675934,0,205176.9242725372,205176.9242725372,0,1312.770203590393,1312.770203590393,0,1289.080191612244,1289.080191612244,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.78979409,.66443133,1,.64999998,,.70758361,
2005,255,1106.10711826,940.3097534179688,.85010731,406199.1673010588,277660.7881735563,128538.3830356598,406249.3999518156,277711.0208243132,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,267524.8894691467,267524.8894691467,0,174027.8082675934,174027.8082675934,0,205176.9242725372,205176.9242725372,0,1549.251350715756,1549.251350715756,0,1599.484011009336,1599.484011009336,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.94038898,.90483803,1,.89999998,,1,
2006,255,1106.10711826,940.3097534179688,.85010731,374093.4780113697,245555.0949776173,128538.3830356598,393882.3752249479,265343.9921911955,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,234553.9910888672,234553.9910888672,0,174027.8082675934,174027.8082675934,0,205176.9242725372,205176.9242725372,0,2414.516414374113,2414.516414374113,0,22203.40062749386,22203.40062749386,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,1,1,1,1,,1,
2007,255,1106.10711826,940.3097534179688,.85010731,349032.7161375284,220494.3350549936,128538.3830356598,329179.7363085747,200641.3552260399,128538.3830356598,344146.5462813377,215608.1710581779,128538.3830356598,191240.8794879913,191240.8794879913,0,174027.8082675934,174027.8082675934,0,205176.9242725372,205176.9242725372,0,20666.88637272269,20666.88637272269,0,813.9202156066895,813.9202156066895,0,1844.624845504761,1844.624845504761,0,0,0,0,0,0,0,137124.9646945,8586.585076808929,128538.3830356598,.75857264,.61459029,1,.60000002,,.44340149,
