year,huc8,vol_deliv_cy,vol_deliv_cy_ag,vol_deliv_cy_mi,vol_deliv_wy,vol_deliv_wy_ag,vol_deliv_wy_mi,vol_maximum,vol_maximum_ag,vol_maximum_mi,swp_deliveries,swp_deliveries_ag,swp_deliveries_mi,swp_maxvol,swp_maxvol_ag,swp_maxvol_mi,swp_basemax,swp_basemax_ag,swp_basemax_mi,cvp_deliveries_cy,cvp_deliveries_cy_ag,cvp_deliveries_cy_mi,cvp_deliveries_wy,cvp_deliveries_wy_ag,cvp_deliveries_wy_mi,cvp_maxvol,cvp_maxvol_ag,cvp_maxvol_mi,loco_maxvol,loco_maxvol_ag,loco_maxvol_mi,loco_deliveries,loco_deliveries_ag,loco_deliveries_mi,rights_avgdivert,rights_avgdivert_ag,rights_avgdivert_mi,pct_allocation,pct_allocation_ag,pct_allocation_mi,swp_pctallo_ag,swp_pctallo_mi,cvp_pctallo_ag,cvp_pctallo_mi
2003,15030107,114666.5162457228,114538.5162457228,128,114666.5162457228,114538.5162457228,128,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,114666.5162457228,114538.5162457228,128,0,0,0,1,1,1,,,,
2004,15030107,106274.3958073854,106150.3958073854,124,106274.3958073854,106150.3958073854,124,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,106274.3958073854,106150.3958073854,124,0,0,0,1,1,1,,,,
2005,15030107,104805.4144649506,104701.4144649506,104,104805.4144649506,104701.4144649506,104,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,104805.4144649506,104701.4144649506,104,0,0,0,1,1,1,,,,
2006,15030107,98014.48062551022,97908.48062551022,106,98014.48062551022,97908.48062551022,106,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,98014.48062551022,97908.48062551022,106,0,0,0,1,1,1,,,,
2007,15030107,107844.4599568844,107738.4599568844,106,107844.4599568844,107738.4599568844,106,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,107844.4599568844,107738.4599568844,106,0,0,0,1,1,1,,,,
2008,15030107,108924.4434324503,108816.4434324503,108,108924.4434324503,108816.4434324503,108,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,108924.4434324503,108816.4434324503,108,0,0,0,1,1,1,,,,
2009,15030107,97960.32488048077,97861.32488048077,99,97960.32488048077,97861.32488048077,99,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,97960.32488048077,97861.32488048077,99,0,0,0,1,1,1,,,,
2010,15030107,89637.3058000803,89533.3058000803,104,89637.3058000803,89533.3058000803,104,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,89637.3058000803,89533.3058000803,104,0,0,0,1,1,1,,,,
2011,15030107,105969.4336640835,105865.4336640835,104,105969.4336640835,105865.4336640835,104,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,105969.4336640835,105865.4336640835,104,0,0,0,1,1,1,,,,
2012,15030107,110993.4327981472,110891.4327981472,102,110993.4327981472,110891.4327981472,102,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,110993.4327981472,110891.4327981472,102,0,0,0,1,1,1,,,,
2013,15030107,109690.2537232637,109587.2537232637,103,109690.2537232637,109587.2537232637,103,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,109690.2537232637,109587.2537232637,103,0,0,0,1,1,1,,,,
2014,15030107,111532.2344267368,111532.2344267368,0,111532.2344267368,111532.2344267368,0,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,111532.2344267368,111532.2344267368,0,0,0,0,1,1,1,,,,
2015,15030107,107046.2142624855,107046.2142624855,0,107046.2142624855,107046.2142624855,0,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,107046.2142624855,107046.2142624855,0,0,0,0,1,1,1,,,,
2016,15030107,105574.2171863317,105476.2171863317,98,105574.2171863317,105476.2171863317,98,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,105574.2171863317,105476.2171863317,98,0,0,0,1,1,1,,,,
2017,15030107,93791.23056340218,93694.23056340218,97,93791.23056340218,93694.23056340218,97,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,93791.23056340218,93694.23056340218,97,0,0,0,1,1,1,,,,
2018,15030107,95971.24371647835,95971.24371647835,0,95971.24371647835,95971.24371647835,0,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,95971.24371647835,95971.24371647835,0,0,0,0,1,1,1,,,,
2019,15030107,89410.25092697144,89327.25092697144,83,89410.25092697144,89327.25092697144,83,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,89410.25092697144,89327.25092697144,83,0,0,0,1,1,1,,,,
2020,15030107,93518.22995078564,93431.22995078564,87,93518.22995078564,93431.22995078564,87,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,93518.22995078564,93431.22995078564,87,0,0,0,1,1,1,,,,
2021,15030107,89165.29449689388,89093.29449689388,72,89165.29449689388,89093.29449689388,72,73738.62602734566,73475.82603955269,262.7999877929688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73738.62608838081,73475.82603955269,262.7999877929688,89165.29449689388,89093.29449689388,72,0,0,0,1,1,1,,,,
1993,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1994,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1995,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1996,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1997,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1998,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1999,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2000,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2001,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2002,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2003,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2004,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2005,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2006,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2007,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2008,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2009,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2010,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2011,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2012,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2013,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2014,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2015,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2016,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2017,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2018,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2019,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2020,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
2021,16040203,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,6215.60009765625,6215.60009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215.60009765625,6215.60009765625,0,1,1,,,,,
1993,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1994,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1995,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1996,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1997,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1998,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1999,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2000,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2001,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2002,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2003,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2004,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2005,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2006,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2007,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2008,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2009,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2010,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2011,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2012,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2013,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2014,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2015,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2016,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2017,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2018,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2019,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2020,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
2021,16050101,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,4866.923684068024,1418.500047340989,3448.423629134893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4866.923684068024,1418.500047340989,3448.423629097641,1,1,1,,,,
1993,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1994,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1995,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1996,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1997,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1998,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
1999,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
2000,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
2001,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
2002,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
2003,16050102,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,47285.68802323192,40258.10073242337,7027.588462635875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47285.68802323192,40258.10073242337,7027.587290808558,1,1,1,,,,
